Date,Open,High,Low,Close,Volume
2024-07-19,55.51,55.73,54.3,54.77,960618
2024-07-22,55.62,55.83,54.55,55.42,1023940
2024-07-23,54.86,55.45,54.03,54.8,1069943
2024-07-24,54.12,54.82,52.67,52.71,1323630
2024-07-25,52.78,52.78,50.71,50.83,1568101
2024-07-26,51.45,51.86,50.545,51.83,1255207
2024-07-29,51.99,52.92,51.48,51.8,628227
2024-07-30,51.86,52.24,48.56,49.05,2319905
2024-07-31,50.36,52.91,50.0112,51.78,2367668
2024-08-01,52.12,52.91,47.66,48.01,2060578
2024-08-02,46.3,47.025,44.29,44.33,1795908
2024-08-05,40.7,42.14,38.285,41.47,3649997
2024-08-06,41.81,43.08,40.96,41.59,1654389
2024-08-07,42.65,43.98,40.26,40.28,1425058
2024-08-08,42.12,43.42,40.9,43.34,1536357
2024-08-09,43.22,43.66,42.05,43.25,950309
2024-08-12,43.77,45.91,43.28,44.94,1509023
2024-08-13,45.49,46.57,44.77,46.24,2362376
2024-08-14,46.37,47.5,45.5,45.53,2722600
2024-08-15,51.25,53.39,50.5875,52.26,7859676
2024-08-16,52.27,54.16,51.45,51.98,2467378
2024-08-19,51.98,52.85,51.14,52.82,1962534
2024-08-20,53.11,57.08,53.0,56.09,2895722
2024-08-21,55.28,57.11,54.68,56.39,1624949
2024-08-22,57.1,57.65,55.49,55.59,1321189
2024-08-23,55.99,59.18,55.78,59.17,1973390
2024-08-26,58.72,58.75,56.145,56.41,1851952
2024-08-27,55.29,57.75,55.07,57.48,1100435
2024-08-28,57.4,57.77,55.69,56.57,1205906
2024-08-29,56.81,58.01,55.87,56.53,1264425
2024-08-30,57.09,57.79,56.5357,57.61,1674628
2024-09-03,57.0,57.095,52.9,53.01,1881043
2024-09-04,52.6,56.01,52.51,55.43,1534463
2024-09-05,55.41,55.88,54.11,55.08,744665
2024-09-06,55.0,55.0,51.685,52.11,1258774
2024-09-09,52.11,52.4,50.595,51.2,1301044
2024-09-10,51.08,51.77,50.29,51.1,654372
2024-09-11,51.25,54.02,50.84,53.95,855735
2024-09-12,54.14,55.17,53.425,54.25,1230760
2024-09-13,54.72,56.62,54.68,55.78,965371
2024-09-16,55.11,56.83,54.4,56.59,1490700
2024-09-17,57.0,58.52,56.84,58.37,1668607
2024-09-18,58.58,59.93,57.82,58.28,1341823
2024-09-19,60.03,62.21,58.98,61.14,2657299
2024-09-20,61.0,61.45,59.7501,61.35,1583112
2024-09-23,61.215,62.15,60.395,61.23,1171093
